LAKENAME,Year,NTL,PTL,Tot_Sdep,OmWs,AgKffactWs,Depth
Lake St. Louis,2007,2.897077003,1.954242509,0.943193778,0.233552244,0.059397026,0.740362689
Whitewater Lake,2007,3.474507639,2.687528961,0.487680402,0.173186268,0,0.079181246
Salmon Lake,2007,2.356025857,1.204119983,0.339614435,0.207290758,0.000709411,1.096910013
Hills Creek Reservoir,2007,1.278753601,1.041392685,0.378746459,0.589858149,0,1.641474111
Columbia,2007,3.174641193,2.693726949,0.554587038,0.335274494,0.086770385,0.146128036
Copan Lake,2007,2.606381365,2.037426498,0.803216125,0.304263191,0.050634809,0.707570176
Wild Horse Reservoir,2007,3.317436497,2.408239965,0.38416514,0.219178895,0.015154031,0.255272505
West Okoboji Lake,2007,2.86923172,1.278753601,0.717452358,0.442766899,0.055570069,1.505149978
Lake Coeur D'Alene,2007,1.447158031,0.602059991,0.364314139,0.363008792,0.001574204,1.688419822
Cedar Creek Reservoir,2007,2.818885415,1.857332496,0.258378564,0.46513597,0.002158516,1.053078443
Soil Conservation Service Site 137 Reservoir,2007,3.310055738,2.037426498,0.922078409,0.25784069,0.127250029,0.602059991
Lake Keewaydin,2007,2.63447727,1.146128036,0.720851017,1.07114529,0,0.819543936
Little Blue Creek Reservoir,2007,3.145817714,2.442479769,0.200738781,0.303196057,0,0.414973348
Turtlefoot Lake,2007,3.124504225,1.77815125,0.610736791,0.392696953,0,0.342422681
Elks Lake,2007,2.694605199,1.397940009,0.8948995,0.123851641,0.012809155,0.662757832
McFarlane Reservoir,2007,2.741939078,1.698970004,0.413729484,0.335325954,0,0.698970004
South Banner Lake,2007,2.445604203,1.079181246,0.801758815,0.575983694,0.002037351,0.763427994
Likes Lake,2007,3.075911761,2.245512668,0.112193149,0.08278537,0,0.301029996
Virgin Lake,2007,3.671358003,2.444044796,0.715276639,0.408239965,0.072630926,0.176091259
Lower Thompson Lake,2007,2.442479769,0.77815125,0.283410687,0.185849102,0.000152652,1.414973348
Badger Creek Lake,2007,3.31868927,2.758154622,0.789534583,0.424226935,0.107741006,0.806179974
Mills Lake,2007,3.054995862,1.897627091,0.918703778,0.193124598,0.060434331,0.462397998
J T Budd Pond,2007,3.002166062,1.86332286,0.709840952,0.199041146,0.016161952,0.544068044
Spring Lake,2007,2.096910013,1.079181246,0.715095667,0.301950244,0.000101363,1.064457989
Lotto Lake,2007,2.755874856,0.903089987,0.60376764,1.282793644,0,0.698970004
Emigrant Lake,2007,2.696356389,1.255272505,0.199297944,0.498721029,0.000541623,1.338456494
Jobs Pond,2007,2.442479769,0.77815125,0.86457385,0.197389793,0.0023167,0.72427587
Nutleg East,2007,3.456366033,2.29666519,0.594522719,0.350381014,0.007766023,0.602059991
R E 'Bob' Woodruff Reservoir,2007,2.604226053,1.73239376,0.986152333,0.172898768,0.01989319,1.136720567
Horseshoe Lake,2007,3.256477206,2.133538908,0.761907324,0.247973266,0.062422841,0.397940009
Musselman Cattle Company Lake Number 2,2007,2.64246452,1.556302501,0.820085805,0.190331698,0.067921733,0.568201724
Big Sandy Reservoir,2007,2.501059262,1.69019608,0.274761713,0.136114247,6.2697E-05,1.096910013
Cottonwood,2007,3.544564097,2.23299611,0.563906108,0.266993555,0.072998366,0.380211242
Lake Louise,2007,2.605305046,0.301029996,1.660181072,0.188441724,0.017154122,0.785329835
Lake Apopka,2007,3.746089043,2.230448921,0.795804782,0.59897056,0.004424327,0.113943352
JAMES LAKE,2007,2.939519253,1.462397998,0.705356371,0.193124598,0.000500048,0.886490725
Brush Lake,2007,3.478566496,2.788168371,0.59888942,0.521138084,0.081521869,0.397940009
Rath Lake,2007,3.260309946,1.176091259,0.57861754,0.331521577,0.023410529,0.322219295
Horseshoe,2007,2.326335861,1.342422681,0.375330773,0.28780173,0.00682506,0.505149978
Lake Cochrane,2007,3.048441804,1.397940009,0.658078618,0.348304863,0.022987562,0.72427587
Pomme de Terre Lake,2007,2.72916479,1.477121255,0.80480168,0.183154921,0.07315986,1
L Pond,2007,3.003460532,2.053078443,1.017861092,0.281388502,0.050773211,0.322219295
Fox Lake,2007,2.809559715,0.301029996,1.116509784,0.403827324,0.025587607,1.247973266
Yawgoo Pond,2007,2.471291711,1.342422681,1.051397203,0.428651605,0.001780947,1.008600172
Bean Lake,2007,3.7084209,1.819543936,0.265534337,0.182707893,0.002139074,0.447158031
Bull Lake,2007,2.525044807,0.602059991,0.382200092,0.210402696,0,1.230448921
Topaz Lake,2007,2.276461804,1.204119983,0.162168612,0.124652172,0.034240974,1.31386722
Holt Lake,2007,2.564666064,1.322219295,1.060431517,0.204114653,0.019245177,1.301029996
Lazy Lake,2007,2.610660163,1.204119983,1.1878652,0.236505464,0,0.51851394
Knoll Lake,2007,2.478566496,1,0.544908273,0.039598077,0,0.986771734
Lake Latonka,2007,2.802773725,1.531478917,1.15348254,0.385058433,0.059406185,0.556302501
Sacheen Lake,2007,2.409933123,1,0.255723913,0.317500796,0,1.33243846
Lewis Lake,2007,2.149219113,1.079181246,0.454109289,0.217751527,5.10473E-06,1.397940009
McColley Pond,2007,3.555336328,1.939519253,1.126793226,0.226049335,0.049463025,0.230448921
Lake Koeneman,2007,2.33243846,0.84509804,0.359946602,0.563481085,0,0.86923172
Muddy Guard Reservoir Number 2,2007,2.545307116,1.342422681,0.302403882,0.245512668,0,1.322219295
Tamarack Lake,2007,2.899820502,1.414973348,1.113355655,1.04080787,0.067560299,0.880813592
Big Chapman,2007,2.748188027,0.903089987,1.099252004,1.472179749,0.051050198,1.075546961
Shepherd Lake,2007,2.51851394,1,0.344823995,0.187520721,0,1.155336037
Birch Creek Reservoir Number 2,2007,2.589949601,1.505149978,0.448691637,0.297204776,3.91096E-05,1.079181246
Harlan County Lake,2007,2.892094603,2.503790683,0.46302024,0.188123953,0.061647875,1.136720567
Concord Pond,2007,3.36398783,1.880813592,1.149320744,0.291028985,0.032463813,0.176091259
Huntington North Reservoir,2007,2.593286067,1.204119983,0.362295447,0.163279314,0.048990666,0.875061263
Gorton Pond,2007,2.521138084,1.113943352,1.005158111,0.521758526,0,1.161368002
Tsaile Lake,2007,2.643452676,1.740362689,0.550187858,0.140815372,1.34633E-05,0.716003344
Nine Mile Reservoir,2007,3.317436497,1.113943352,0.244173397,0.238046103,0.002688095,0.785329835
Belleville Pond,2007,2.564666064,1.556302501,1.018647914,1.261865578,0.005974645,0.146128036
Lost Lake,2007,4.409324347,3.229937686,0.313715823,0.25961707,0.029819334,0.146128036
Currant Creek Reservoir,2007,2.127104798,1,0.446468662,0.399673721,0,1.376576957
Piute Reservoir,2007,3.224014811,2.804139432,0.118060629,0.36832324,0,0.230448921
Lake Edna,2007,2.173186268,0.602059991,0.534481876,0.718091073,0,1.021189299
Dry Creek Reservoir,2007,2.88422877,2.45331834,0.207170909,0.234733863,0,0.785329835
Kolob Reservoir,2007,2.498310554,1.230448921,0.365904296,0.244740728,0,0.681241237
Starvation Reservoir,2007,2.264817823,0.84509804,0.410068798,0.359062221,0.001070388,1.397940009
Nesbitt Lake,2007,3.093071306,1.51851394,0.196516272,0.231964906,0.001663269,0.146128036
Officers Reservoir,2007,2.625312451,1.568201724,0.173064561,0.400372897,0,0.748188027
Graham Lake (Historical),2007,2.5289167,1.531478917,0.76657761,0.127568555,0.035967198,0.785329835
Blanchard Lake,2007,2.939019776,1.812913357,0.322410756,0.190490304,0.001962202,0.079181246
Morse Reservoir,2007,3.042181595,1.544068044,1.120600909,0.403522299,0.112310845,1.086359831
American Lake,2007,2.414973348,0.77815125,0.331411301,0.533379781,0.001235908,1.460897843
Barbara Lake,2007,3.100370545,1.755874856,1.110561093,0.53529412,0.043173133,0.812913357
Lake Bruin,2007,2.764176132,1.531478917,0.754907588,0.191736457,0.066746819,1
Lake Hinden,2007,2.613841822,1.301029996,0.857869061,0.101459276,0,0.544068044
Lake Haines,2007,3.126456113,1.62324929,0.810396121,1.157191343,0.006120919,0.602059991
Lake Monroe,2007,3.075181855,1.826074803,0.836447802,0.898121168,0.007847421,0.361727836
Little Bear Lake,2007,2.445604203,1.230448921,0.51738238,0.335144256,0,0.544068044
Red Willow Reservoir,2007,3.046885191,1.69019608,0.620881007,0.162992699,0.041360703,1.086359831
Versailles Lake,2007,3.093771781,2.086359831,1.251965582,0.16047704,0.084202578,0.785329835
Crouse Reservoir,2007,3.359266165,2.012837225,0.316564524,0.135014948,0.000766285,0.477121255
Clearwater Lake,2007,2.689308859,0.84509804,0.80061289,0.146128036,0.015922069,0.079181246
Bieri Lake Number 3,2007,2.749736316,1.146128036,0.837496709,0.595496222,0.0323542,0.113943352
Strawberry Lake,2007,2.627365857,1.86332286,0.265075491,0.354108439,0,0.77815125
Trail Lake,2007,2.230448921,0.903089987,0.490709623,0.288223096,0,1.103803721
White Rock Lake,2007,2.86569606,1.880813592,0.821494466,0.42476773,0.002468189,0.662757832
Lake Marvin,2007,3.223495941,2.025305865,0.514367888,0.135410516,0,0.462397998
Whippoorwill Lake,2007,2.589949601,1.113943352,1.172964693,0.158362492,0.000366062,0.806179974
L A K Reservoir,2007,2.336459734,0.954242509,0.487424463,0.174963067,0.000428824,0.886490725
Alice Lake,2007,2.568201724,1.568201724,0.323336269,0.200862721,0.031836803,0.477121255
South Twin Lake,2007,2.283301229,0.77815125,0.210895804,0.326335861,0,1.181843588
Sherman Reservoir,2007,2.556302501,2.086359831,0.592559235,0.094720687,0.01874381,1.049218023
Medical Lake,2007,3.1752218,1.230448921,0.207781028,0.292683001,0.007610218,1.190331698
Llano City Lake,2007,2.315970345,1,0.636980787,0.571608948,0.00075846,0.255272505
Garriott Property Lake,2007,3.058805487,1.568201724,0.773455041,0.128350831,0.052654653,0.633468456
Big Barbee Lake,2007,2.853698212,1.342422681,1.10663177,1.046929709,0.084039743,1.117271296
Echo Canyon Reservoir,2007,2.822821645,1.397940009,0.242261059,0.278017643,0.001144252,0.602059991
Pishkun Reservoir,2007,2.372912003,1.079181246,0.228244914,0.146822135,0,0.944482672
Stone Reservoir,2007,2.531478917,1.568201724,0.287432176,0.346202425,0.026618303,0.431363764
Lake Whitney,2007,2.820201459,1.51851394,0.585233145,0.250711062,0.03231336,1.33243846
Cotile Lake,2007,2.876217841,1.505149978,0.87322664,0.348681156,0.001246108,0.812913357
Ericson Lake,2007,2.900367129,2.320146286,0.665415684,0.131406714,0.002403973,0.69019608
Weiss Reservoir,2007,2.868644438,2.033423755,1.009408272,0.16680786,0.020463465,1.130333768
Wapato,2007,2.80685803,1.230448921,0.159553509,0.220270049,0.030142264,1.267171728
Holter Lake,2007,2.688419822,1.886490725,0.348376136,0.23553166,0.008992569,1.545307116
Whitefish Lake,2007,1.707570176,0.301029996,0.397044091,0.251906075,0.001536312,1.696356389
Walker Lake,2007,3.169380495,2.761927838,0.168787574,0.212557815,0.004890616,1.380211242
Crystal Lake,2007,2.898176483,0.954242509,1.101837085,1.162006995,0.042741754,1.075546961
Moss Creek Lake,2007,2.84135947,1.146128036,0.639617953,0.291295961,0.000336223,1
Singleton Pond,2007,3.885643872,2.942999593,0.283936779,0.339215197,0.004615532,0.380211242
Logan Martin Lake,2007,2.710963119,1.770852012,1.001645374,0.162720434,0.021743109,0.977723605
Rat Lake,2007,3.728434951,2.541579244,0.49704208,0.157852184,0,0.230448921
South Chain Lake,2007,3.126131407,1.477121255,1.176001206,0.908589598,0.016805431,0.361727836
Iowa Park Lake,2007,3.158663981,2.117271296,0.54642988,0.314507299,0.063177193,0.716003344
L JONES PROPERTY LAKE,2007,3.188647296,1.977723605,0.695400764,0.344422693,0.081505594,0.556302501
Blackman Lake,2007,2.868644438,0.903089987,1.11748375,0.69019608,0.064654096,1.204119983
Livingston Reservoir,2007,2.836324116,1.986771734,0.806234393,0.309766157,0.03944555,1.301029996
Old Kerens City Lake,2007,2.748188027,1.255272505,0.919272644,0.324637927,0.038095835,0.875061263
Lost Valley Reservoir,2007,2.658964843,1.672097858,0.318798507,0.36361198,0,0.556302501
Bruce Lake,2007,3,1.672097858,1.126963792,0.489800096,0.063356462,0.959041392
Arrowrock Reservoir,2007,1.851258349,0.954242509,0.308615416,0.29343743,0.000223366,1.44870632
Wildwood Lake,2007,3.424228071,2.376576957,0.751133853,0.459961367,0.061494612,0.819543936
Lake Okeechobee,2007,3.079543007,2.025305865,0.782975355,0.978289454,0.010492381,0.301029996
Lake Fort Phantom Hill,2007,2.818885415,1.875061263,0.609120268,0.33946278,0.008135767,1.130333768
Fan Lake,2007,2.530199698,0.903089987,0.230542106,0.199993223,0,1.342422681
Braunig Lake,2007,3.186391216,1.913813852,0.799831714,0.278753601,0.021595798,1.217483944
Foster Reservoir,2007,2.501059262,1.62324929,0.412244775,0.360521728,0.011857459,0.602059991
Wister Lake,2007,2.787460475,1.949390007,0.806924219,0.21987322,0.023424016,0.924279286
Chase Lake,2007,2.574031268,1.041392685,0.304849491,0.151373338,0,0.431363764
Wynnewood,2007,3.207634367,1.949390007,0.731595292,0.225516308,0.010026233,0.301029996
Big Alkali Lake,2007,3.635483747,2.257678575,0.490240328,0.173186268,0,0.278753601
Maskenthine Reservoir,2007,3.260548373,2.283301229,0.727628758,0.262243754,0.037077168,0.72427587
Lake Lloyd Vincent,2007,2.658964843,1.204119983,0.562265497,0.201397235,0.004189738,0.851258349
Smith Lake,2007,3.314709693,1.770852012,0.432839143,0.150933529,0,0.146128036
Otter Lake,2007,3.764475027,2.673941999,0.575278737,0.169275358,0,0.079181246
,2007,3.354876423,3.123851641,0.744934482,0.308077336,0.093367765,0.431363764
Smith and Sayles Reservoir,2007,2.478566496,0.84509804,0.994777824,0.622111091,0.002839626,0.414973348
Beach Pond,2007,1.995635195,0.301029996,1.01603712,0.593412899,0.00051019,1.278753601
,2007,2.808885867,1.643452676,0.865277658,0.318029597,0.078472438,0.51851394
Canton Lake,2007,2.814247596,1.880813592,0.487390108,0.152387202,0.038785346,0.875061263
Carl Etling Lake,2007,2.887054378,1.681241237,0.366547157,0.162247954,0.000265765,0.51851394
Dolese,2007,3.211654401,1.792391689,0.761479262,0.294912832,0.047268825,0.72427587
Spring Lake,2007,2.276461804,0.301029996,0.924108999,0.243038049,0,1.342422681
Kaw Lake,2007,3.272305844,2.250420002,0.518318068,0.216797172,0.037932971,1.190331698
Rush Creek Site 17 Reservoir,2007,2.757396029,1.556302501,0.733217494,0.265554482,0.005616133,0.69019608
Bowdish Reservoir,2007,2.401400541,0.954242509,0.988565422,0.573965954,0.001660127,0.397940009
Lake Ponca,2007,2.905256049,1.591064607,0.8461248,0.311357971,0.059030382,0.982271233
Lake Overholser,2007,2.912222057,2.451786436,0.506155291,0.159636703,0.040298699,0.477121255
Hudson Lake,2007,2.833147112,1.51851394,0.778859297,0.20525475,0.010636673,0.77815125
Veteran's Lake,2007,2.630427875,1.361727836,0.724643226,0.423884581,0.005345422,0.959041392
Birch Lake,2007,2.746634199,1.301029996,0.755844911,0.216108519,0.010528313,0.944482672
Bayou D'Arbonne Lake,2007,2.833784375,1.643452676,0.806181738,0.234501127,0.004683574,0.633468456
Crowder Lake,2007,3.096214585,1.959041392,0.711516956,0.167040607,0.082125809,0.77815125
Lake Rodemacher,2007,2.650307523,1.929418926,0.918542534,0.351095786,0.000537218,0.681241237
Wilson Lake,2007,3.12515583,2.155336037,0.822708322,0.332966013,0.083641387,0.477121255
,2007,2.625312451,1.397940009,0.730320693,0.23299611,0.003014235,0.380211242
Upper Clear Boggy Creek Site 25 Reservoir,2007,2.980003372,2.086359831,0.711005448,0.462929651,0.013229149,0.84509804
Newt Graham Lake,2007,2.79518459,1.919078092,0.788535103,0.327156932,0.048156259,1.071882007
Maidstone Lake,2007,2.176091259,0.301029996,0.814253058,0.307496038,0,1.477121255
Lake Wood,2007,2.181843588,1.041392685,0.906792265,0.862705891,0,0.643452676
Goose Pond,2007,2.618048097,1.176091259,0.858993809,1.197280558,0.030223551,0.653212514
Long Pond,2007,2.283301229,0.77815125,0.883497848,0.450747673,0,1.206825876
Crooked Pond,2007,2.423245874,1.079181246,0.876906563,0.260071388,0.001062592,0.73239376
Roderique Pond,2007,2.409933123,1,0.775753563,0.824125834,0,0.698970004
Halfway Pond,2007,2.648360011,1.380211242,0.989485592,0.104482138,0.000971651,0.556302501
Cusky Pond,2007,2.726727209,1.556302501,1.008689363,0.252853031,0.014990672,0.176091259
Spring Lake,2007,2.117271296,1.041392685,0.804522765,0.965201701,0,1.176091259
Middle Chain Pond,2007,2.374748346,1,0.832612109,0.851782072,0,0.73239376
Halfmile Pond,2007,2.596597096,0.954242509,0.832242442,0.441501307,0,0.77815125
Tomhegan Pond,2007,2.799340549,1.462397998,0.75832876,0.859859394,0,0.041392685
Otter Pond,2007,2.864511081,1.176091259,0.740692944,0.81756537,0,0.322219295
Denny Pond,2007,2.209515015,0.698970004,0.756798083,0.503790683,0,0.986771734
Carry Pond,2007,2.907411361,1.255272505,0.744731595,0.824125834,0,0
Hall Lake,2007,2.477121255,0.954242509,0.65584148,0.399899382,0.000843154,1.146128036
Midget Lake,2007,2.773786445,0.954242509,0.722112621,1.120902818,0,0.662757832
Big Gibson Lake,2007,2.517195898,1.041392685,0.634122737,1.152899596,0,0.662757832
Spring Lake,2007,2.859138297,1.146128036,0.644354677,0.653212514,0.00020849,1.127104798
Female Pond,2007,2.392696953,1.146128036,0.815493073,0.800733078,0,1.243038049
Gardner Pond,2007,2.113943352,0.301029996,0.754023487,0.677070195,0,1.539076099
Big Reed Pond,2007,2.311753861,0.77815125,0.748094489,0.930740247,0,1.206825876
Fourth Machias Lake,2007,2.498310554,1.079181246,0.813532153,0.816247535,4.44158E-05,0.875061263
Pleasant Lake,2007,2.195899652,0.903089987,0.806006154,0.783902311,2.09911E-05,1.447158031
Lake Woodruff,2007,2.993876915,1.531478917,0.829432112,0.907405981,0.006911744,0.278753601
Sheeler Lake,2007,1.995635195,0.954242509,0.767057563,0.146128036,0,1.152288344
Palestine Lake,2007,2.67669361,1.322219295,0.762942885,0.811746325,0.000445334,0.380211242
McClellan Lake,2007,2.904174368,1.397940009,0.690932692,0.181843588,0.012702033,0.748188027
White Lake,2007,3.185258765,2.222716471,0.697573851,0.20196774,0.009490567,0.204119983
Olin Lake,2007,3.320146286,0.698970004,1.118593713,0.910778231,0.070634627,1.403120521
Sullivan Lake,2007,2.918554531,1,1.089731359,1.173186268,0.012314585,0.826074803
Hungry Man Lake,2007,2.892094603,1,0.610500254,0.810904281,0.008610196,0.826074803
Artichoke Lake,2007,3.39375064,2.434568904,0.608388236,0.430756002,0.067298568,0.505149978
Island Lake,2007,2.651278014,1,0.633115928,0.710117365,0.001999377,1.113943352
Elk Lake,2007,2.72427587,1,0.624220816,0.751302495,5.49959E-05,1.447158031
Bass Lake,2007,3.070407322,1.799340549,0.704419078,0.575696702,0.030551092,0.740362689
Cedar Lake,2007,2.77524626,0.903089987,0.647896679,0.710117365,0.032569756,1.423245874
Sarah Lake,2007,3.070037867,2.149219113,0.690639897,0.360441442,0.088698116,0.397940009
Elbow Lake,2007,2.733197265,0.954242509,0.644335666,0.636360355,0.025188789,1.161368002
Lake Linka,2007,2.922206277,1.301029996,0.634687313,0.336970295,0.078952202,1.198657087
Beaver Lake,2007,2.944975908,1.544068044,0.776293715,0.715888425,0.033736617,0.903089987
Lake Hattie,2007,3.422917981,2.650307523,0.615541854,0.427534663,0.080774105,0.397940009
